"","X1","X2","Y","predY100","predY25","predY50","predY200","predY400","predY800","predY1600","predY3200"
"449",1,1,0,0,2,0,0,0,0,0,0
"3165",0,1,0,0,0,0,0,0,0,0,0
"450",1,1,0,0,2,0,0,0,0,0,0
"3166",0,1,2,0,0,0,0,0,0,0,0
"620",1,2,0,2,2,2,2,2,2,2,2
"1155",0,0,1,2,2,2,2,1,1,1,1
"1156",0,0,0,2,2,2,2,1,1,1,1
"3167",0,1,0,0,0,0,0,0,0,0,0
"2110",1,0,2,2,2,2,2,2,2,2,2
"1157",0,0,1,2,2,2,2,1,1,1,1
"1158",0,0,2,2,2,2,2,1,1,1,1
"451",1,1,0,0,2,0,0,0,0,0,0
"3168",0,1,2,0,0,0,0,0,0,0,0
"552",0,2,2,2,2,2,2,2,2,2,2
"1159",0,0,1,2,2,2,2,1,1,1,1
"3169",0,1,0,0,0,0,0,0,0,0,0
"3170",0,1,0,0,0,0,0,0,0,0,0
"1160",0,0,1,2,2,2,2,1,1,1,1
"2111",1,0,2,2,2,2,2,2,2,2,2
"3171",0,1,0,0,0,0,0,0,0,0,0
"3172",0,1,0,0,0,0,0,0,0,0,0
"3173",0,1,0,0,0,0,0,0,0,0,0
"2112",1,0,2,2,2,2,2,2,2,2,2
"553",0,2,2,2,2,2,2,2,2,2,2
"3174",0,1,1,0,0,0,0,0,0,0,0
"2113",1,0,2,2,2,2,2,2,2,2,2
"554",0,2,2,2,2,2,2,2,2,2,2
"555",0,2,1,2,2,2,2,2,2,2,2
"1161",0,0,1,2,2,2,2,1,1,1,1
"452",1,1,1,0,2,0,0,0,0,0,0
"556",0,2,1,2,2,2,2,2,2,2,2
"3175",0,1,0,0,0,0,0,0,0,0,0
"3176",0,1,0,0,0,0,0,0,0,0,0
"3177",0,1,2,0,0,0,0,0,0,0,0
"2114",1,0,1,2,2,2,2,2,2,2,2
"1162",0,0,1,2,2,2,2,1,1,1,1
"3178",0,1,1,0,0,0,0,0,0,0,0
"1163",0,0,2,2,2,2,2,1,1,1,1
"2115",1,0,0,2,2,2,2,2,2,2,2
"3179",0,1,0,0,0,0,0,0,0,0,0
"557",0,2,2,2,2,2,2,2,2,2,2
"453",1,1,0,0,2,0,0,0,0,0,0
"2116",1,0,2,2,2,2,2,2,2,2,2
"1164",0,0,1,2,2,2,2,1,1,1,1
"2117",1,0,2,2,2,2,2,2,2,2,2
"2118",1,0,2,2,2,2,2,2,2,2,2
"454",1,1,1,0,2,0,0,0,0,0,0
"455",1,1,0,0,2,0,0,0,0,0,0
"2119",1,0,2,2,2,2,2,2,2,2,2
"1165",0,0,1,2,2,2,2,1,1,1,1
"3180",0,1,1,0,0,0,0,0,0,0,0
"3181",0,1,2,0,0,0,0,0,0,0,0
"1166",0,0,1,2,2,2,2,1,1,1,1
"558",0,2,2,2,2,2,2,2,2,2,2
"3182",0,1,0,0,0,0,0,0,0,0,0
"3183",0,1,1,0,0,0,0,0,0,0,0
"3184",0,1,0,0,0,0,0,0,0,0,0
"621",1,2,0,2,2,2,2,2,2,2,2
"2120",1,0,0,2,2,2,2,2,2,2,2
"622",1,2,0,2,2,2,2,2,2,2,2
"1167",0,0,1,2,2,2,2,1,1,1,1
"1168",0,0,0,2,2,2,2,1,1,1,1
"456",1,1,0,0,2,0,0,0,0,0,0
"1169",0,0,1,2,2,2,2,1,1,1,1
"2121",1,0,2,2,2,2,2,2,2,2,2
"1170",0,0,1,2,2,2,2,1,1,1,1
"2122",1,0,2,2,2,2,2,2,2,2,2
"1171",0,0,1,2,2,2,2,1,1,1,1
"623",1,2,0,2,2,2,2,2,2,2,2
"3185",0,1,2,0,0,0,0,0,0,0,0
"1172",0,0,1,2,2,2,2,1,1,1,1
"1173",0,0,1,2,2,2,2,1,1,1,1
"1174",0,0,1,2,2,2,2,1,1,1,1
"559",0,2,2,2,2,2,2,2,2,2,2
"1175",0,0,0,2,2,2,2,1,1,1,1
"2123",1,0,2,2,2,2,2,2,2,2,2
"3186",0,1,2,0,0,0,0,0,0,0,0
"1176",0,0,1,2,2,2,2,1,1,1,1
"1177",0,0,1,2,2,2,2,1,1,1,1
"1178",0,0,1,2,2,2,2,1,1,1,1
"457",1,1,1,0,2,0,0,0,0,0,0
"3187",0,1,2,0,0,0,0,0,0,0,0
"1179",0,0,1,2,2,2,2,1,1,1,1
"2124",1,0,1,2,2,2,2,2,2,2,2
"1180",0,0,1,2,2,2,2,1,1,1,1
"2125",1,0,2,2,2,2,2,2,2,2,2
"560",0,2,2,2,2,2,2,2,2,2,2
"1181",0,0,1,2,2,2,2,1,1,1,1
"1182",0,0,1,2,2,2,2,1,1,1,1
"1183",0,0,1,2,2,2,2,1,1,1,1
"1184",0,0,1,2,2,2,2,1,1,1,1
"1185",0,0,1,2,2,2,2,1,1,1,1
"458",1,1,1,0,2,0,0,0,0,0,0
"561",0,2,2,2,2,2,2,2,2,2,2
"562",0,2,2,2,2,2,2,2,2,2,2
"3188",0,1,2,0,0,0,0,0,0,0,0
"3189",0,1,0,0,0,0,0,0,0,0,0
"1186",0,0,1,2,2,2,2,1,1,1,1
"459",1,1,1,0,2,0,0,0,0,0,0
"3190",0,1,0,0,0,0,0,0,0,0,0
"563",0,2,2,2,2,2,2,2,2,2,2
"460",1,1,0,0,2,0,0,0,0,0,0
"1187",0,0,0,2,2,2,2,1,1,1,1
"564",0,2,2,2,2,2,2,2,2,2,2
"461",1,1,0,0,2,0,0,0,0,0,0
"3191",0,1,1,0,0,0,0,0,0,0,0
"1188",0,0,1,2,2,2,2,1,1,1,1
"2126",1,0,2,2,2,2,2,2,2,2,2
"1189",0,0,0,2,2,2,2,1,1,1,1
"3192",0,1,0,0,0,0,0,0,0,0,0
"1190",0,0,2,2,2,2,2,1,1,1,1
"3193",0,1,1,0,0,0,0,0,0,0,0
"1191",0,0,1,2,2,2,2,1,1,1,1
"3194",0,1,2,0,0,0,0,0,0,0,0
"2127",1,0,0,2,2,2,2,2,2,2,2
"462",1,1,0,0,2,0,0,0,0,0,0
"565",0,2,2,2,2,2,2,2,2,2,2
"3195",0,1,0,0,0,0,0,0,0,0,0
"1192",0,0,1,2,2,2,2,1,1,1,1
"2128",1,0,2,2,2,2,2,2,2,2,2
"463",1,1,1,0,2,0,0,0,0,0,0
"3196",0,1,0,0,0,0,0,0,0,0,0
"3197",0,1,1,0,0,0,0,0,0,0,0
"2129",1,0,2,2,2,2,2,2,2,2,2
"3198",0,1,1,0,0,0,0,0,0,0,0
"3199",0,1,0,0,0,0,0,0,0,0,0
"3200",0,1,2,0,0,0,0,0,0,0,0
"3201",0,1,0,0,0,0,0,0,0,0,0
"2130",1,0,2,2,2,2,2,2,2,2,2
"3202",0,1,2,0,0,0,0,0,0,0,0
"464",1,1,0,0,2,0,0,0,0,0,0
"3203",0,1,0,0,0,0,0,0,0,0,0
"3204",0,1,0,0,0,0,0,0,0,0,0
"1193",0,0,0,2,2,2,2,1,1,1,1
"3205",0,1,0,0,0,0,0,0,0,0,0
"1194",0,0,0,2,2,2,2,1,1,1,1
"1195",0,0,0,2,2,2,2,1,1,1,1
"624",1,2,0,2,2,2,2,2,2,2,2
"1196",0,0,1,2,2,2,2,1,1,1,1
"465",1,1,0,0,2,0,0,0,0,0,0
"1197",0,0,0,2,2,2,2,1,1,1,1
"3206",0,1,0,0,0,0,0,0,0,0,0
"1198",0,0,0,2,2,2,2,1,1,1,1
"3207",0,1,0,0,0,0,0,0,0,0,0
"2131",1,0,1,2,2,2,2,2,2,2,2
"1199",0,0,1,2,2,2,2,1,1,1,1
"1200",0,0,1,2,2,2,2,1,1,1,1
"466",1,1,0,0,2,0,0,0,0,0,0
"1201",0,0,1,2,2,2,2,1,1,1,1
"1202",0,0,2,2,2,2,2,1,1,1,1
"1203",0,0,0,2,2,2,2,1,1,1,1
"1204",0,0,0,2,2,2,2,1,1,1,1
"2132",1,0,2,2,2,2,2,2,2,2,2
"2133",1,0,2,2,2,2,2,2,2,2,2
"1205",0,0,0,2,2,2,2,1,1,1,1
"2134",1,0,2,2,2,2,2,2,2,2,2
"1206",0,0,1,2,2,2,2,1,1,1,1
"467",1,1,0,0,2,0,0,0,0,0,0
"2135",1,0,0,2,2,2,2,2,2,2,2
"566",0,2,2,2,2,2,2,2,2,2,2
"468",1,1,1,0,2,0,0,0,0,0,0
"3208",0,1,0,0,0,0,0,0,0,0,0
"3209",0,1,1,0,0,0,0,0,0,0,0
"1207",0,0,1,2,2,2,2,1,1,1,1
"1208",0,0,1,2,2,2,2,1,1,1,1
"469",1,1,0,0,2,0,0,0,0,0,0
"2136",1,0,2,2,2,2,2,2,2,2,2
"1209",0,0,0,2,2,2,2,1,1,1,1
"1210",0,0,1,2,2,2,2,1,1,1,1
"3210",0,1,1,0,0,0,0,0,0,0,0
"1211",0,0,1,2,2,2,2,1,1,1,1
"1212",0,0,1,2,2,2,2,1,1,1,1
"1213",0,0,1,2,2,2,2,1,1,1,1
"3211",0,1,1,0,0,0,0,0,0,0,0
"470",1,1,0,0,2,0,0,0,0,0,0
"1214",0,0,1,2,2,2,2,1,1,1,1
"1215",0,0,0,2,2,2,2,1,1,1,1
"471",1,1,1,0,2,0,0,0,0,0,0
"1216",0,0,1,2,2,2,2,1,1,1,1
"472",1,1,0,0,2,0,0,0,0,0,0
"3212",0,1,2,0,0,0,0,0,0,0,0
"2137",1,0,1,2,2,2,2,2,2,2,2
"3213",0,1,2,0,0,0,0,0,0,0,0
"3214",0,1,0,0,0,0,0,0,0,0,0
"567",0,2,2,2,2,2,2,2,2,2,2
"2138",1,0,2,2,2,2,2,2,2,2,2
"1217",0,0,1,2,2,2,2,1,1,1,1
"568",0,2,1,2,2,2,2,2,2,2,2
"1218",0,0,0,2,2,2,2,1,1,1,1
"3215",0,1,2,0,0,0,0,0,0,0,0
"3216",0,1,0,0,0,0,0,0,0,0,0
"3217",0,1,0,0,0,0,0,0,0,0,0
"3218",0,1,0,0,0,0,0,0,0,0,0
"1219",0,0,2,2,2,2,2,1,1,1,1
"625",1,2,0,2,2,2,2,2,2,2,2
"1220",0,0,1,2,2,2,2,1,1,1,1
"2139",1,0,2,2,2,2,2,2,2,2,2
"473",1,1,1,0,2,0,0,0,0,0,0
"626",1,2,0,2,2,2,2,2,2,2,2
"569",0,2,2,2,2,2,2,2,2,2,2
"3219",0,1,2,0,0,0,0,0,0,0,0
"3220",0,1,2,0,0,0,0,0,0,0,0
"1221",0,0,1,2,2,2,2,1,1,1,1
"2140",1,0,0,2,2,2,2,2,2,2,2
"1222",0,0,1,2,2,2,2,1,1,1,1
"1223",0,0,1,2,2,2,2,1,1,1,1
"2141",1,0,0,2,2,2,2,2,2,2,2
"570",0,2,1,2,2,2,2,2,2,2,2
"474",1,1,0,0,2,0,0,0,0,0,0
"1224",0,0,1,2,2,2,2,1,1,1,1
"1225",0,0,1,2,2,2,2,1,1,1,1
"2142",1,0,0,2,2,2,2,2,2,2,2
"1226",0,0,1,2,2,2,2,1,1,1,1
"2143",1,0,2,2,2,2,2,2,2,2,2
"1227",0,0,1,2,2,2,2,1,1,1,1
"1228",0,0,0,2,2,2,2,1,1,1,1
"3221",0,1,0,0,0,0,0,0,0,0,0
"1229",0,0,2,2,2,2,2,1,1,1,1
"1230",0,0,1,2,2,2,2,1,1,1,1
"475",1,1,1,0,2,0,0,0,0,0,0
"571",0,2,1,2,2,2,2,2,2,2,2
"476",1,1,1,0,2,0,0,0,0,0,0
"3222",0,1,0,0,0,0,0,0,0,0,0
"3223",0,1,2,0,0,0,0,0,0,0,0
"3224",0,1,0,0,0,0,0,0,0,0,0
"1231",0,0,1,2,2,2,2,1,1,1,1
"3225",0,1,0,0,0,0,0,0,0,0,0
"627",1,2,0,2,2,2,2,2,2,2,2
"572",0,2,2,2,2,2,2,2,2,2,2
"573",0,2,1,2,2,2,2,2,2,2,2
"477",1,1,0,0,2,0,0,0,0,0,0
"1232",0,0,2,2,2,2,2,1,1,1,1
"3226",0,1,0,0,0,0,0,0,0,0,0
"478",1,1,0,0,2,0,0,0,0,0,0
"2144",1,0,2,2,2,2,2,2,2,2,2
"3227",0,1,2,0,0,0,0,0,0,0,0
"479",1,1,0,0,2,0,0,0,0,0,0
"3228",0,1,0,0,0,0,0,0,0,0,0
"2145",1,0,2,2,2,2,2,2,2,2,2
"1233",0,0,2,2,2,2,2,1,1,1,1
"2146",1,0,2,2,2,2,2,2,2,2,2
"480",1,1,0,0,2,0,0,0,0,0,0
"3229",0,1,0,0,0,0,0,0,0,0,0
"3230",0,1,0,0,0,0,0,0,0,0,0
"1234",0,0,1,2,2,2,2,1,1,1,1
"3231",0,1,2,0,0,0,0,0,0,0,0
"481",1,1,0,0,2,0,0,0,0,0,0
"2147",1,0,2,2,2,2,2,2,2,2,2
"3232",0,1,0,0,0,0,0,0,0,0,0
"3233",0,1,0,0,0,0,0,0,0,0,0
"628",1,2,0,2,2,2,2,2,2,2,2
"482",1,1,1,0,2,0,0,0,0,0,0
"574",0,2,2,2,2,2,2,2,2,2,2
"1235",0,0,1,2,2,2,2,1,1,1,1
"2148",1,0,1,2,2,2,2,2,2,2,2
"3234",0,1,2,0,0,0,0,0,0,0,0
"2149",1,0,2,2,2,2,2,2,2,2,2
"1236",0,0,2,2,2,2,2,1,1,1,1
"1237",0,0,2,2,2,2,2,1,1,1,1
"1238",0,0,1,2,2,2,2,1,1,1,1
"3235",0,1,2,0,0,0,0,0,0,0,0
"1239",0,0,1,2,2,2,2,1,1,1,1
"3236",0,1,0,0,0,0,0,0,0,0,0
"1240",0,0,1,2,2,2,2,1,1,1,1
"575",0,2,1,2,2,2,2,2,2,2,2
"1241",0,0,1,2,2,2,2,1,1,1,1
"3237",0,1,1,0,0,0,0,0,0,0,0
"3238",0,1,2,0,0,0,0,0,0,0,0
"483",1,1,1,0,2,0,0,0,0,0,0
"576",0,2,1,2,2,2,2,2,2,2,2
"3239",0,1,0,0,0,0,0,0,0,0,0
"1242",0,0,1,2,2,2,2,1,1,1,1
"3240",0,1,0,0,0,0,0,0,0,0,0
"1243",0,0,1,2,2,2,2,1,1,1,1
"1244",0,0,1,2,2,2,2,1,1,1,1
"1245",0,0,1,2,2,2,2,1,1,1,1
"2150",1,0,2,2,2,2,2,2,2,2,2
"3241",0,1,2,0,0,0,0,0,0,0,0
"1246",0,0,1,2,2,2,2,1,1,1,1
"577",0,2,2,2,2,2,2,2,2,2,2
"484",1,1,0,0,2,0,0,0,0,0,0
"2151",1,0,0,2,2,2,2,2,2,2,2
"3242",0,1,0,0,0,0,0,0,0,0,0
"1247",0,0,1,2,2,2,2,1,1,1,1
"485",1,1,0,0,2,0,0,0,0,0,0
"3243",0,1,0,0,0,0,0,0,0,0,0
"1248",0,0,0,2,2,2,2,1,1,1,1
"2152",1,0,2,2,2,2,2,2,2,2,2
"3244",0,1,2,0,0,0,0,0,0,0,0
"3245",0,1,2,0,0,0,0,0,0,0,0
"3246",0,1,2,0,0,0,0,0,0,0,0
"2153",1,0,2,2,2,2,2,2,2,2,2
"3247",0,1,0,0,0,0,0,0,0,0,0
"1249",0,0,1,2,2,2,2,1,1,1,1
"2154",1,0,2,2,2,2,2,2,2,2,2
"3248",0,1,2,0,0,0,0,0,0,0,0
"486",1,1,0,0,2,0,0,0,0,0,0
"578",0,2,2,2,2,2,2,2,2,2,2
"3249",0,1,0,0,0,0,0,0,0,0,0
"3250",0,1,0,0,0,0,0,0,0,0,0
"1250",0,0,1,2,2,2,2,1,1,1,1
"1251",0,0,2,2,2,2,2,1,1,1,1
"3251",0,1,2,0,0,0,0,0,0,0,0
"3252",0,1,2,0,0,0,0,0,0,0,0
"3253",0,1,2,0,0,0,0,0,0,0,0
"629",1,2,0,2,2,2,2,2,2,2,2
"2155",1,0,2,2,2,2,2,2,2,2,2
"1252",0,0,1,2,2,2,2,1,1,1,1
"579",0,2,2,2,2,2,2,2,2,2,2
"3254",0,1,0,0,0,0,0,0,0,0,0
"3255",0,1,2,0,0,0,0,0,0,0,0
"580",0,2,1,2,2,2,2,2,2,2,2
"2156",1,0,1,2,2,2,2,2,2,2,2
"3256",0,1,0,0,0,0,0,0,0,0,0
"487",1,1,1,0,2,0,0,0,0,0,0
"3257",0,1,2,0,0,0,0,0,0,0,0
"488",1,1,1,0,2,0,0,0,0,0,0
"630",1,2,0,2,2,2,2,2,2,2,2
"1253",0,0,1,2,2,2,2,1,1,1,1
"3258",0,1,2,0,0,0,0,0,0,0,0
"489",1,1,0,0,2,0,0,0,0,0,0
"2157",1,0,2,2,2,2,2,2,2,2,2
"2158",1,0,2,2,2,2,2,2,2,2,2
"1254",0,0,1,2,2,2,2,1,1,1,1
"3259",0,1,2,0,0,0,0,0,0,0,0
"3260",0,1,0,0,0,0,0,0,0,0,0
"3261",0,1,0,0,0,0,0,0,0,0,0
"3262",0,1,0,0,0,0,0,0,0,0,0
"581",0,2,2,2,2,2,2,2,2,2,2
"631",1,2,0,2,2,2,2,2,2,2,2
"2159",1,0,0,2,2,2,2,2,2,2,2
"2160",1,0,2,2,2,2,2,2,2,2,2
"3263",0,1,0,0,0,0,0,0,0,0,0
"3264",0,1,1,0,0,0,0,0,0,0,0
"3265",0,1,2,0,0,0,0,0,0,0,0
"582",0,2,2,2,2,2,2,2,2,2,2
"490",1,1,0,0,2,0,0,0,0,0,0
"3266",0,1,0,0,0,0,0,0,0,0,0
"491",1,1,0,0,2,0,0,0,0,0,0
"1255",0,0,0,2,2,2,2,1,1,1,1
"2161",1,0,2,2,2,2,2,2,2,2,2
"3267",0,1,0,0,0,0,0,0,0,0,0
"3268",0,1,2,0,0,0,0,0,0,0,0
"492",1,1,1,0,2,0,0,0,0,0,0
"3269",0,1,0,0,0,0,0,0,0,0,0
"3270",0,1,0,0,0,0,0,0,0,0,0
"1256",0,0,0,2,2,2,2,1,1,1,1
"583",0,2,1,2,2,2,2,2,2,2,2
"2162",1,0,1,2,2,2,2,2,2,2,2
"584",0,2,2,2,2,2,2,2,2,2,2
"2163",1,0,2,2,2,2,2,2,2,2,2
"493",1,1,0,0,2,0,0,0,0,0,0
"2164",1,0,2,2,2,2,2,2,2,2,2
"1257",0,0,1,2,2,2,2,1,1,1,1
"1258",0,0,1,2,2,2,2,1,1,1,1
"2165",1,0,0,2,2,2,2,2,2,2,2
"1259",0,0,1,2,2,2,2,1,1,1,1
"585",0,2,2,2,2,2,2,2,2,2,2
"586",0,2,2,2,2,2,2,2,2,2,2
"3271",0,1,0,0,0,0,0,0,0,0,0
"494",1,1,0,0,2,0,0,0,0,0,0
"1260",0,0,1,2,2,2,2,1,1,1,1
"632",1,2,0,2,2,2,2,2,2,2,2
"3272",0,1,0,0,0,0,0,0,0,0,0
"2166",1,0,1,2,2,2,2,2,2,2,2
"1261",0,0,0,2,2,2,2,1,1,1,1
"3273",0,1,2,0,0,0,0,0,0,0,0
"2167",1,0,2,2,2,2,2,2,2,2,2
"2168",1,0,0,2,2,2,2,2,2,2,2
"2169",1,0,2,2,2,2,2,2,2,2,2
"633",1,2,0,2,2,2,2,2,2,2,2
"634",1,2,0,2,2,2,2,2,2,2,2
"3274",0,1,2,0,0,0,0,0,0,0,0
"495",1,1,0,0,2,0,0,0,0,0,0
"1262",0,0,1,2,2,2,2,1,1,1,1
"3275",0,1,0,0,0,0,0,0,0,0,0
"3276",0,1,2,0,0,0,0,0,0,0,0
"2170",1,0,2,2,2,2,2,2,2,2,2
"3277",0,1,1,0,0,0,0,0,0,0,0
"2171",1,0,1,2,2,2,2,2,2,2,2
"2172",1,0,2,2,2,2,2,2,2,2,2
"2173",1,0,2,2,2,2,2,2,2,2,2
"2174",1,0,2,2,2,2,2,2,2,2,2
"3278",0,1,0,0,0,0,0,0,0,0,0
"1263",0,0,2,2,2,2,2,1,1,1,1
"3279",0,1,0,0,0,0,0,0,0,0,0
"3280",0,1,1,0,0,0,0,0,0,0,0
"1264",0,0,1,2,2,2,2,1,1,1,1
"496",1,1,0,0,2,0,0,0,0,0,0
"2175",1,0,2,2,2,2,2,2,2,2,2
"3281",0,1,0,0,0,0,0,0,0,0,0
"1265",0,0,1,2,2,2,2,1,1,1,1
"587",0,2,2,2,2,2,2,2,2,2,2
"588",0,2,1,2,2,2,2,2,2,2,2
"1266",0,0,1,2,2,2,2,1,1,1,1
"3282",0,1,2,0,0,0,0,0,0,0,0
"1267",0,0,2,2,2,2,2,1,1,1,1
"589",0,2,2,2,2,2,2,2,2,2,2
"1268",0,0,0,2,2,2,2,1,1,1,1
"1269",0,0,1,2,2,2,2,1,1,1,1
"3283",0,1,2,0,0,0,0,0,0,0,0
"2176",1,0,2,2,2,2,2,2,2,2,2
"1270",0,0,1,2,2,2,2,1,1,1,1
"635",1,2,0,2,2,2,2,2,2,2,2
"3284",0,1,2,0,0,0,0,0,0,0,0
"2177",1,0,1,2,2,2,2,2,2,2,2
"3285",0,1,0,0,0,0,0,0,0,0,0
"3286",0,1,0,0,0,0,0,0,0,0,0
"1271",0,0,0,2,2,2,2,1,1,1,1
"2178",1,0,2,2,2,2,2,2,2,2,2
"2179",1,0,2,2,2,2,2,2,2,2,2
"3287",0,1,0,0,0,0,0,0,0,0,0
"3288",0,1,0,0,0,0,0,0,0,0,0
"590",0,2,2,2,2,2,2,2,2,2,2
"1272",0,0,1,2,2,2,2,1,1,1,1
"3289",0,1,0,0,0,0,0,0,0,0,0
"1273",0,0,1,2,2,2,2,1,1,1,1
"1274",0,0,1,2,2,2,2,1,1,1,1
"1275",0,0,0,2,2,2,2,1,1,1,1
"3290",0,1,0,0,0,0,0,0,0,0,0
"3291",0,1,0,0,0,0,0,0,0,0,0
"2180",1,0,0,2,2,2,2,2,2,2,2
"1276",0,0,1,2,2,2,2,1,1,1,1
"3292",0,1,0,0,0,0,0,0,0,0,0
"1277",0,0,1,2,2,2,2,1,1,1,1
"2181",1,0,0,2,2,2,2,2,2,2,2
"591",0,2,2,2,2,2,2,2,2,2,2
"1278",0,0,1,2,2,2,2,1,1,1,1
"592",0,2,2,2,2,2,2,2,2,2,2
"1279",0,0,0,2,2,2,2,1,1,1,1
"3293",0,1,0,0,0,0,0,0,0,0,0
"1280",0,0,0,2,2,2,2,1,1,1,1
"2182",1,0,2,2,2,2,2,2,2,2,2
"1281",0,0,1,2,2,2,2,1,1,1,1
"2183",1,0,1,2,2,2,2,2,2,2,2
"497",1,1,0,0,2,0,0,0,0,0,0
"3294",0,1,2,0,0,0,0,0,0,0,0
"3295",0,1,0,0,0,0,0,0,0,0,0
"2184",1,0,0,2,2,2,2,2,2,2,2
"3296",0,1,2,0,0,0,0,0,0,0,0
"2185",1,0,1,2,2,2,2,2,2,2,2
"1282",0,0,1,2,2,2,2,1,1,1,1
"2186",1,0,2,2,2,2,2,2,2,2,2
"3297",0,1,2,0,0,0,0,0,0,0,0
"1283",0,0,1,2,2,2,2,1,1,1,1
"2187",1,0,0,2,2,2,2,2,2,2,2
"1284",0,0,2,2,2,2,2,1,1,1,1
"498",1,1,1,0,2,0,0,0,0,0,0
"1285",0,0,0,2,2,2,2,1,1,1,1
"636",1,2,0,2,2,2,2,2,2,2,2
"1286",0,0,0,2,2,2,2,1,1,1,1
"3298",0,1,2,0,0,0,0,0,0,0,0
"499",1,1,0,0,2,0,0,0,0,0,0
"1287",0,0,1,2,2,2,2,1,1,1,1
"4100",1,1,1,0,2,0,0,0,0,0,0
"593",0,2,2,2,2,2,2,2,2,2,2
"3299",0,1,0,0,0,0,0,0,0,0,0
"3300",0,1,2,0,0,0,0,0,0,0,0
"2188",1,0,0,2,2,2,2,2,2,2,2
"594",0,2,1,2,2,2,2,2,2,2,2
"1288",0,0,1,2,2,2,2,1,1,1,1
"4101",1,1,1,0,2,0,0,0,0,0,0
"2189",1,0,2,2,2,2,2,2,2,2,2
"3301",0,1,2,0,0,0,0,0,0,0,0
"3302",0,1,0,0,0,0,0,0,0,0,0
"4102",1,1,0,0,2,0,0,0,0,0,0
"2190",1,0,2,2,2,2,2,2,2,2,2
"1289",0,0,1,2,2,2,2,1,1,1,1
"3303",0,1,0,0,0,0,0,0,0,0,0
"595",0,2,1,2,2,2,2,2,2,2,2
"3304",0,1,0,0,0,0,0,0,0,0,0
"1290",0,0,0,2,2,2,2,1,1,1,1
"1291",0,0,1,2,2,2,2,1,1,1,1
"3305",0,1,0,0,0,0,0,0,0,0,0
"596",0,2,1,2,2,2,2,2,2,2,2
"1292",0,0,0,2,2,2,2,1,1,1,1
"1293",0,0,0,2,2,2,2,1,1,1,1
"3306",0,1,0,0,0,0,0,0,0,0,0
"1294",0,0,0,2,2,2,2,1,1,1,1
"1295",0,0,0,2,2,2,2,1,1,1,1
"3307",0,1,2,0,0,0,0,0,0,0,0
"3308",0,1,0,0,0,0,0,0,0,0,0
"3309",0,1,2,0,0,0,0,0,0,0,0
"1296",0,0,2,2,2,2,2,1,1,1,1
"1297",0,0,1,2,2,2,2,1,1,1,1
"4103",1,1,0,0,2,0,0,0,0,0,0
"3310",0,1,2,0,0,0,0,0,0,0,0
"3311",0,1,2,0,0,0,0,0,0,0,0
"2191",1,0,2,2,2,2,2,2,2,2,2
"3312",0,1,0,0,0,0,0,0,0,0,0
"1298",0,0,1,2,2,2,2,1,1,1,1
"1299",0,0,1,2,2,2,2,1,1,1,1
"4104",1,1,0,0,2,0,0,0,0,0,0
"4105",1,1,0,0,2,0,0,0,0,0,0
"597",0,2,1,2,2,2,2,2,2,2,2
"3313",0,1,2,0,0,0,0,0,0,0,0
"1300",0,0,1,2,2,2,2,1,1,1,1
"4106",1,1,0,0,2,0,0,0,0,0,0
"3314",0,1,2,0,0,0,0,0,0,0,0
"598",0,2,2,2,2,2,2,2,2,2,2
"1301",0,0,2,2,2,2,2,1,1,1,1
"3315",0,1,2,0,0,0,0,0,0,0,0
"599",0,2,1,2,2,2,2,2,2,2,2
"3316",0,1,2,0,0,0,0,0,0,0,0
"4107",1,1,0,0,2,0,0,0,0,0,0
"2192",1,0,0,2,2,2,2,2,2,2,2
"5100",0,2,2,2,2,2,2,2,2,2,2
"1302",0,0,1,2,2,2,2,1,1,1,1
"1303",0,0,0,2,2,2,2,1,1,1,1
"2193",1,0,1,2,2,2,2,2,2,2,2
"3317",0,1,2,0,0,0,0,0,0,0,0
"5101",0,2,2,2,2,2,2,2,2,2,2
"2194",1,0,2,2,2,2,2,2,2,2,2
"3318",0,1,2,0,0,0,0,0,0,0,0
"3319",0,1,0,0,0,0,0,0,0,0,0
"2195",1,0,2,2,2,2,2,2,2,2,2
"2196",1,0,2,2,2,2,2,2,2,2,2
"1304",0,0,0,2,2,2,2,1,1,1,1
"1305",0,0,1,2,2,2,2,1,1,1,1
"4108",1,1,0,0,2,0,0,0,0,0,0
"3320",0,1,2,0,0,0,0,0,0,0,0
"3321",0,1,0,0,0,0,0,0,0,0,0
"3322",0,1,0,0,0,0,0,0,0,0,0
"1306",0,0,1,2,2,2,2,1,1,1,1
"3323",0,1,0,0,0,0,0,0,0,0,0
"2197",1,0,2,2,2,2,2,2,2,2,2
"5102",0,2,1,2,2,2,2,2,2,2,2
"4109",1,1,0,0,2,0,0,0,0,0,0
"1307",0,0,1,2,2,2,2,1,1,1,1
"2198",1,0,2,2,2,2,2,2,2,2,2
"4110",1,1,0,0,2,0,0,0,0,0,0
"1308",0,0,0,2,2,2,2,1,1,1,1
"1309",0,0,1,2,2,2,2,1,1,1,1
"5103",0,2,1,2,2,2,2,2,2,2,2
"1310",0,0,1,2,2,2,2,1,1,1,1
"1311",0,0,0,2,2,2,2,1,1,1,1
"2199",1,0,2,2,2,2,2,2,2,2,2
"1312",0,0,2,2,2,2,2,1,1,1,1
"2200",1,0,0,2,2,2,2,2,2,2,2
"1313",0,0,1,2,2,2,2,1,1,1,1
"5104",0,2,2,2,2,2,2,2,2,2,2
